COMMODITY,COUNTRY,UNIT,QUANTITY,Value (US$ million)
VEGETABLE OILS,NEPAL,TON,280539,279.33
VEGETABLE OILS,NETHERLAND,TON,103704,75.39
VEGETABLE OILS,NEW ZEALAND,TON,2,0.01
VEGETABLE OILS,NIGERIA,TON,1,0.00
VEGETABLE OILS,PAPUA N GNA,TON,451,0.20
VEGETABLE OILS,PARAGUAY,TON,3500,2.73
VEGETABLE OILS,PHILIPPINES,TON,23,0.13
VEGETABLE OILS,PITCAIRN IS.,TON,20,0.02
VEGETABLE OILS,POLAND,TON,0,0.00
VEGETABLE OILS,PORTUGAL,TON,17,0.02
VEGETABLE OILS,ROMANIA,TON,9000,6.86
VEGETABLE OILS,RUSSIA,TON,380814,287.00
VEGETABLE OILS,SAUDI ARAB,TON,24983,18.90
VEGETABLE OILS,SERBIA,TON,0,0.00
VEGETABLE OILS,SINGAPORE,TON,394637,232.52
VEGETABLE OILS,SPAIN,TON,7628,23.33
VEGETABLE OILS,SRI LANKA DSR,TON,2246,2.27
VEGETABLE OILS,SWEDEN,TON,0,0.00
VEGETABLE OILS,SWITZERLAND,TON,230691,162.12
VEGETABLE OILS,TAIWAN,TON,0,0.00
VEGETABLE OILS,TANZANIA REP,TON,0,0.00
VEGETABLE OILS,THAILAND,TON,121065,65.15
VEGETABLE OILS,TOGO,TON,513,0.43
VEGETABLE OILS,TUNISIA,TON,50,0.20
VEGETABLE OILS,TURKEY,TON,4330,4.86
VEGETABLE OILS,U ARAB EMTS,TON,4350,3.65
VEGETABLE OILS,U K,TON,84,0.17
VEGETABLE OILS,U S A,TON,191,0.82
VEGETABLE OILS,UKRAINE,TON,1976568,1500.12
VEGETABLE OILS,URUGUAY,TON,5992,4.33
VEGETABLE OILS,VANUATU REP,TON,336,0.26
OIL MEALS,AUSTRALIA,TON,104089,27.90
OIL MEALS,BANGLADESH PR,TON,50228,10.94
OIL MEALS,BENIN,TON,40760,8.86
OIL MEALS,BULGARIA,TON,2846,0.74
OIL MEALS,CANADA,TON,743,0.60
OIL MEALS,CHAD,TON,112,0.03
OIL MEALS,CHINA P RP,TON,296,0.09
OIL MEALS,GERMANY,TON,20150,5.27
OIL MEALS,GHANA,TON,378,0.06
OIL MEALS,HONG KONG,TON,346,0.06
OIL MEALS,INDONESIA,TON,134539,32.39
OIL MEALS,KENYA,TON,100,0.04
OIL MEALS,KOREA RP,TON,0,0.00
OIL MEALS,MALAYSIA,TON,32524,4.88
OIL MEALS,NEPAL,TON,45649,14.31
OIL MEALS,NETHERLAND,TON,27600,6.96
OIL MEALS,NIGERIA,TON,196,0.05
OIL MEALS,NORFOLK IS,TON,100,0.02
OIL MEALS,PHILIPPINES,TON,117627,28.43
OIL MEALS,RUSSIA,TON,285,0.08
OIL MEALS,SIERRA LEONE,TON,202,0.03
OIL MEALS,SINGAPORE,TON,11134,3.02
OIL MEALS,SRI LANKA DSR,TON,54803,13.63
OIL MEALS,SUDAN,TON,90,0.04
OIL MEALS,SWITZERLAND,TON,102439,26.99
OIL MEALS,TANZANIA REP,TON,36436,6.93
OIL MEALS,THAILAND,TON,0,0.00
OIL MEALS,TOGO,TON,2037,0.37
OIL MEALS,TURKEY,TON,57,0.03
OIL MEALS,U ARAB EMTS,TON,1410,0.39
OIL MEALS,U S A,TON,81,0.26
OIL MEALS,UKRAINE,TON,71433,19.04
OIL MEALS,UNSPECIFIED,TON,259,0.17
OIL MEALS,VIETNAM SOC REP,TON,853,0.79
GUERGAM MEAL,BELGIUM,TON,8,0.07
GUERGAM MEAL,CANADA,TON,2,0.01
GUERGAM MEAL,CHINA P RP,TON,36,0.25
GUERGAM MEAL,DENMARK,TON,2,0.02
GUERGAM MEAL,FRANCE,TON,2,0.05
GUERGAM MEAL,GERMANY,TON,42,0.07
GUERGAM MEAL,HONG KONG,TON,1,0.02
GUERGAM MEAL,ITALY,TON,1316,1.77
GUERGAM MEAL,JAPAN,TON,9,0.02
GUERGAM MEAL,KENYA,TON,0,0.00
GUERGAM MEAL,KOREA RP,TON,66,0.10
GUERGAM MEAL,MALAYSIA,TON,1,0.00
GUERGAM MEAL,NETHERLAND,TON,162,0.11
GUERGAM MEAL,PAKISTAN IR,TON,345,0.08
GUERGAM MEAL,POLAND,TON,0,0.00
GUERGAM MEAL,SINGAPORE,TON,1,0.01
GUERGAM MEAL,SWITZERLAND,TON,20,0.09
GUERGAM MEAL,TURKEY,TON,20,0.03
GUERGAM MEAL,U K,TON,5,0.14
GUERGAM MEAL,U S A,TON,101,0.79
GUERGAM MEAL,UNSPECIFIED,TON,11,0.02
CASTOR OIL,BELGIUM,KGS,11967,0.15
CASTOR OIL,BRAZIL,KGS,1,0.00
CASTOR OIL,CANADA,KGS,60,0.01
CASTOR OIL,EGYPT A RP,KGS,18000,0.03
CASTOR OIL,FRANCE,KGS,1,0.00
CASTOR OIL,GERMANY,KGS,19715,0.12
CASTOR OIL,HONG KONG,KGS,2520,0.03
CASTOR OIL,JAPAN,KGS,119,0.00
CASTOR OIL,KOREA RP,KGS,20000,0.03
CASTOR OIL,MALAYSIA,KGS,20990,0.01
CASTOR OIL,NETHERLAND,KGS,420,0.01
CASTOR OIL,NIGERIA,KGS,200,0.00
CASTOR OIL,POLAND,KGS,268,0.00
CASTOR OIL,SINGAPORE,KGS,10,0.00
CASTOR OIL,SPAIN,KGS,44,0.00
CASTOR OIL,SWITZERLAND,KGS,2470,0.02
CASTOR OIL,TAIWAN,KGS,6500,0.04
CASTOR OIL,THAILAND,KGS,410,0.00
CASTOR OIL,TURKEY,KGS,10005,0.02
CASTOR OIL,U K,KGS,53,0.01
CASTOR OIL,U S A,KGS,24674,0.65
SHELLAC,BELGIUM,KGS,40,0.00
SHELLAC,BRAZIL,KGS,24,0.00
SHELLAC,CHINA P RP,KGS,34457,0.26
SHELLAC,CYPRUS,KGS,13,0.00
SHELLAC,FRANCE,KGS,51,0.01
SHELLAC,GERMANY,KGS,187,0.01
SHELLAC,INDONESIA,KGS,249865,0.50
SHELLAC,IRELAND,KGS,46,0.01
SHELLAC,ITALY,KGS,2000,0.00
SHELLAC,KOREA RP,KGS,100,0.01
SHELLAC,MALI,KGS,125610,0.07
SHELLAC,MEXICO,KGS,12,0.00
SHELLAC,NETHERLAND,KGS,40,0.00
SHELLAC,PHILIPPINES,KGS,10,0.00
SHELLAC,SINGAPORE,KGS,3358,0.12
SHELLAC,SOUTH AFRICA,KGS,0,0.00
SHELLAC,SPAIN,KGS,1416,0.12
SHELLAC,SWITZERLAND,KGS,83,0.00
SHELLAC,THAILAND,KGS,422378,2.00
SHELLAC,U K,KGS,5,0.00
SHELLAC,U S A,KGS,6066,0.20
SHELLAC,VIETNAM SOC REP,KGS,500,0.00
SUGAR,AUSTRALIA,TON,0,0.00
SUGAR,BAHARAIN IS,TON,0,0.00
SUGAR,BELGIUM,TON,747,1.36
SUGAR,BRAZIL,TON,968615,298.38
SUGAR,CANADA,TON,0,0.00
SUGAR,CHINA P RP,TON,1076,0.69
SUGAR,CROATIA,TON,1,0.01
SUGAR,FRANCE,TON,304,0.49
SUGAR,GERMANY,TON,199,1.27
SUGAR,GREECE,TON,5,0.00
SUGAR,HONG KONG,TON,12,0.01
SUGAR,HUNGARY,TON,0,0.00
SUGAR,INDONESIA,TON,57,0.15
SUGAR,IRELAND,TON,0,0.00
SUGAR,ISRAEL,TON,1,0.00
SUGAR,ITALY,TON,162,0.78
SUGAR,JAPAN,TON,62,0.17
SUGAR,KOREA RP,TON,5,0.01
SUGAR,MALI,TON,0,0.00
SUGAR,MALTA,TON,3,0.00
SUGAR,MAURITIUS,TON,0,0.00
SUGAR,MEXICO,TON,0,0.00
SUGAR,MOZAMBIQUE,TON,30000,8.59
SUGAR,MYANMAR,TON,110,0.08
SUGAR,NETHERLAND,TON,204,0.73
SUGAR,NIGERIA,TON,0,0.00
SUGAR,ROMANIA,TON,0,0.00
SUGAR,RUSSIA,TON,0,0.00
SUGAR,SAUDI ARAB,TON,288,0.10
SUGAR,SINGAPORE,TON,1,0.02
SUGAR,SLOVAK REP,TON,22,0.06
SUGAR,SLOVENIA,TON,17,0.03
SUGAR,SOUTH AFRICA,TON,113866,34.38
SUGAR,SRI LANKA DSR,TON,0,0.00
SUGAR,SWITZERLAND,TON,0,0.02
SUGAR,TAIWAN,TON,0,0.00
SUGAR,TANZANIA REP,TON,0,0.00
SUGAR,THAILAND,TON,29,0.04
SUGAR,TURKEY,TON,NA,0.00
SUGAR,U ARAB EMTS,TON,1272,0.49
SUGAR,U K,TON,13,0.04
SUGAR,U S A,TON,655,2.46
SUGAR,UNSPECIFIED,TON,0,0.00
MOLLASES,BANGLADESH PR,TON,180,0.05
MOLLASES,NEPAL,TON,31377,1.39
MOLLASES,NORWAY,TON,158,0.01
MOLLASES,SINGAPORE,TON,1,0.00
MOLLASES,SPAIN,TON,0,0.00
MOLLASES,U S A,TON,0,0.00
FRUITS / VEGETABLE SEEDS,ARGENTINA,KGS,40,0.00
FRUITS / VEGETABLE SEEDS,AUSTRALIA,KGS,665,0.04
FRUITS / VEGETABLE SEEDS,BELGIUM,KGS,8802,0.29
FRUITS / VEGETABLE SEEDS,BRAZIL,KGS,112,0.01
FRUITS / VEGETABLE SEEDS,BULGARIA,KGS,243401,0.33
FRUITS / VEGETABLE SEEDS,CAMEROON,KGS,100,0.00
FRUITS / VEGETABLE SEEDS,CHILE,KGS,93286,5.61
FRUITS / VEGETABLE SEEDS,CHINA P RP,KGS,41165,1.43
FRUITS / VEGETABLE SEEDS,COSTA RICA,KGS,2000,0.40
FRUITS / VEGETABLE SEEDS,CZECH REPUBLIC,KGS,22,0.00
FRUITS / VEGETABLE SEEDS,DENMARK,KGS,21070,0.27
FRUITS / VEGETABLE SEEDS,EGYPT A RP,KGS,8911478,11.51
FRUITS / VEGETABLE SEEDS,ESTONIA,KGS,8,0.00
FRUITS / VEGETABLE SEEDS,FRANCE,KGS,308117,7.19
FRUITS / VEGETABLE SEEDS,GERMANY,KGS,18593,2.18
FRUITS / VEGETABLE SEEDS,GUATEMALA,KGS,64,0.39
FRUITS / VEGETABLE SEEDS,HONG KONG,KGS,786,0.10
FRUITS / VEGETABLE SEEDS,HUNGARY,KGS,3,0.00
FRUITS / VEGETABLE SEEDS,INDONESIA,KGS,20044,0.79
FRUITS / VEGETABLE SEEDS,ISRAEL,KGS,456,0.05
FRUITS / VEGETABLE SEEDS,ITALY,KGS,5119214,8.18
FRUITS / VEGETABLE SEEDS,JAPAN,KGS,127171,9.25
FRUITS / VEGETABLE SEEDS,JORDAN,KGS,1,0.00
FRUITS / VEGETABLE SEEDS,KOREA DP RP,KGS,380,0.06
FRUITS / VEGETABLE SEEDS,KOREA RP,KGS,120276,4.04
FRUITS / VEGETABLE SEEDS,MADAGASCAR,KGS,1525,0.01
FRUITS / VEGETABLE SEEDS,MALAYSIA,KGS,12029,0.53
FRUITS / VEGETABLE SEEDS,MAURITANIA,KGS,96,0.00
FRUITS / VEGETABLE SEEDS,MAURITIUS,KGS,1074,0.02
FRUITS / VEGETABLE SEEDS,MEXICO,KGS,842,0.07
FRUITS / VEGETABLE SEEDS,MOROCCO,KGS,1,0.00
FRUITS / VEGETABLE SEEDS,NETHERLAND,KGS,166742,12.28
FRUITS / VEGETABLE SEEDS,NETHERLANDANTIL,KGS,50,0.01
FRUITS / VEGETABLE SEEDS,NEW ZEALAND,KGS,739055,1.79
FRUITS / VEGETABLE SEEDS,PHILIPPINES,KGS,92831,7.48
FRUITS / VEGETABLE SEEDS,POLAND,KGS,184,0.00
FRUITS / VEGETABLE SEEDS,QATAR,KGS,4,0.00
FRUITS / VEGETABLE SEEDS,RUSSIA,KGS,37,0.02
FRUITS / VEGETABLE SEEDS,SINGAPORE,KGS,181,0.06
FRUITS / VEGETABLE SEEDS,SOUTH AFRICA,KGS,19158,1.49
FRUITS / VEGETABLE SEEDS,SPAIN,KGS,1606,0.05
FRUITS / VEGETABLE SEEDS,SRI LANKA DSR,KGS,4450,0.13
FRUITS / VEGETABLE SEEDS,SWITZERLAND,KGS,0,0.00
FRUITS / VEGETABLE SEEDS,TAIWAN,KGS,23226,10.92
FRUITS / VEGETABLE SEEDS,TANZANIA REP,KGS,98,0.26
FRUITS / VEGETABLE SEEDS,THAILAND,KGS,170530,21.91
FRUITS / VEGETABLE SEEDS,TURKEY,KGS,453,0.45
FRUITS / VEGETABLE SEEDS,U ARAB EMTS,KGS,22,0.01
FRUITS / VEGETABLE SEEDS,U K,KGS,4,0.00
FRUITS / VEGETABLE SEEDS,U S A,KGS,1484113,10.56
FRUITS / VEGETABLE SEEDS,VIETNAM SOC REP,KGS,19998,0.27
FRESH FRUITS,AFGHANISTAN,TON,53990,280.05
FRESH FRUITS,ALGERIA,TON,2541,2.67
FRESH FRUITS,ARGENTINA,TON,2506,2.70
FRESH FRUITS,AUSTRALIA,TON,21305,70.37
FRESH FRUITS,BAHARAIN IS,TON,80,0.07
FRESH FRUITS,BANGLADESH PR,TON,454,0.19
FRESH FRUITS,BELGIUM,TON,4726,4.67
FRESH FRUITS,BRAZIL,TON,5801,5.80
FRESH FRUITS,CANADA,TON,596,2.86
FRESH FRUITS,CHILE,TON,56378,74.83
FRESH FRUITS,CHINA P RP,TON,8769,11.98
FRESH FRUITS,CROATIA,TON,0,0.00
FRESH FRUITS,EGYPT A RP,TON,49490,26.39
FRESH FRUITS,ETHIOPIA,TON,0,0.00
FRESH FRUITS,FRANCE,TON,3229,3.17
FRESH FRUITS,GEORGIA,TON,16,0.08
FRESH FRUITS,GERMANY,TON,269,0.22
FRESH FRUITS,GREECE,TON,1924,3.15
FRESH FRUITS,HONG KONG,TON,3950,19.78
FRESH FRUITS,INDONESIA,TON,7107,12.10
FRESH FRUITS,IRAN,TON,84222,91.69
FRESH FRUITS,IRAQ,TON,142090,62.72
FRESH FRUITS,ISRAEL,TON,354,2.28
FRESH FRUITS,ITALY,TON,49351,49.69
FRESH FRUITS,JAPAN,TON,0,0.01
FRESH FRUITS,JORDAN,TON,204,1.48
FRESH FRUITS,KENYA,TON,3,0.05
FRESH FRUITS,KOREA RP,TON,103,0.20
FRESH FRUITS,KUWAIT,TON,4,0.00
FRESH FRUITS,KYRGHYZSTAN,TON,11,0.10
FRESH FRUITS,MALAWI,TON,65,0.21
FRESH FRUITS,MALAYSIA,TON,23,0.01
FRESH FRUITS,MAURITIUS,TON,0,0.00
FRESH FRUITS,MYANMAR,TON,5,0.02
FRESH FRUITS,NETHERLAND,TON,2496,3.37
FRESH FRUITS,NEW ZEALAND,TON,23107,31.76
FRESH FRUITS,OMAN,TON,10920,13.37
FRESH FRUITS,PAKISTAN IR,TON,882,0.88
FRESH FRUITS,PERU,TON,444,1.06
FRESH FRUITS,POLAND,TON,20553,17.34
FRESH FRUITS,PORTUGAL,TON,125,0.13
FRESH FRUITS,RWANDA,TON,0,0.00
FRESH FRUITS,SAUDI ARAB,TON,5367,6.49
FRESH FRUITS,SINGAPORE,TON,314,0.26
FRESH FRUITS,SLOVENIA,TON,42,0.03
FRESH FRUITS,SOUTH AFRICA,TON,28990,28.85
FRESH FRUITS,SPAIN,TON,4786,5.04
FRESH FRUITS,SRI LANKA DSR,TON,27557,61.69
FRESH FRUITS,SWEDEN,TON,13,0.04
FRESH FRUITS,SYRIA,TON,382,2.35
FRESH FRUITS,TAIWAN,TON,0,0.00
FRESH FRUITS,THAILAND,TON,2362,4.40
FRESH FRUITS,TUNISIA,TON,1873,2.50
FRESH FRUITS,TURKEY,TON,34242,37.32
FRESH FRUITS,U ARAB EMTS,TON,103037,149.05
FRESH FRUITS,U K,TON,222,1.14
FRESH FRUITS,U S A,TON,212731,878.87
FRESH FRUITS,UKRAINE,TON,377,0.50
FRESH FRUITS,URUGUAY,TON,72,0.06
FRESH FRUITS,UZBEKISTAN,TON,11,0.05
FRESH FRUITS,VIETNAM SOC REP,TON,13259,17.01
FRESH VEGETABLES,AFGHANISTAN,TON,63706,31.48
FRESH VEGETABLES,AUSTRALIA,TON,174,0.13
FRESH VEGETABLES,BANGLADESH PR,TON,10,0.02
FRESH VEGETABLES,BELGIUM,TON,2,0.01
FRESH VEGETABLES,CHINA P RP,TON,250,0.16
FRESH VEGETABLES,EGYPT A RP,TON,23880,13.35
FRESH VEGETABLES,FRANCE,TON,0,0.00
FRESH VEGETABLES,IRAN,TON,3099,1.17
FRESH VEGETABLES,ITALY,TON,0,0.00
FRESH VEGETABLES,JAPAN,TON,32,0.05
FRESH VEGETABLES,MALAYSIA,TON,40,0.02
FRESH VEGETABLES,NEPAL,TON,7495,0.65
FRESH VEGETABLES,NETHERLAND,TON,3844,2.43
FRESH VEGETABLES,PAKISTAN IR,TON,15,0.01
FRESH VEGETABLES,RUSSIA,TON,80,0.06
FRESH VEGETABLES,SLOVENIA,TON,3,0.02
FRESH VEGETABLES,SRI LANKA DSR,TON,1281,0.96
FRESH VEGETABLES,TAIWAN,TON,27,0.07
FRESH VEGETABLES,THAILAND,TON,587,2.26
FRESH VEGETABLES,TURKEY,TON,36211,24.00
FRESH VEGETABLES,U ARAB EMTS,TON,9335,6.54
FRESH VEGETABLES,U K,TON,20,0.03
FRESH VEGETABLES,UNSPECIFIED,TON,6,0.03
PROCESSED VEGETABLES,AFGHANISTAN,KGS,287,0.00
PROCESSED VEGETABLES,ARGENTINA,KGS,28,0.00
PROCESSED VEGETABLES,AUSTRALIA,KGS,9140,0.02
PROCESSED VEGETABLES,BANGLADESH PR,KGS,171842,0.24
PROCESSED VEGETABLES,BELGIUM,KGS,58105,0.13
PROCESSED VEGETABLES,BHUTAN,KGS,284296,0.27
PROCESSED VEGETABLES,CANADA,KGS,38,0.00
PROCESSED VEGETABLES,CHILE,KGS,218503,0.19
PROCESSED VEGETABLES,CHINA P RP,KGS,17440943,15.79
PROCESSED VEGETABLES,COLOMBIA,KGS,14400,0.01
PROCESSED VEGETABLES,CROATIA,KGS,14558,0.02
PROCESSED VEGETABLES,EGYPT A RP,KGS,266502,0.31
PROCESSED VEGETABLES,ESTONIA,KGS,1,0.00
PROCESSED VEGETABLES,FRANCE,KGS,20558,0.17
PROCESSED VEGETABLES,GERMANY,KGS,144749,0.69
PROCESSED VEGETABLES,GREECE,KGS,23744,0.08
PROCESSED VEGETABLES,INDONESIA,KGS,31000,0.09
PROCESSED VEGETABLES,IRELAND,KGS,22968,0.04
PROCESSED VEGETABLES,ISRAEL,KGS,72,0.03
PROCESSED VEGETABLES,ITALY,KGS,1997753,1.87
PROCESSED VEGETABLES,JAPAN,KGS,56620,0.40
PROCESSED VEGETABLES,KOREA RP,KGS,11833,0.07
PROCESSED VEGETABLES,LEBANON,KGS,371,0.00
PROCESSED VEGETABLES,MALAYSIA,KGS,2154,0.01
PROCESSED VEGETABLES,MEXICO,KGS,15393,0.04
PROCESSED VEGETABLES,MOROCCO,KGS,19710,0.05
PROCESSED VEGETABLES,NEPAL,KGS,76450,0.26
PROCESSED VEGETABLES,NETHERLAND,KGS,513265,0.50
PROCESSED VEGETABLES,NEW ZEALAND,KGS,4500,0.04
PROCESSED VEGETABLES,NIGERIA,KGS,5829,0.00
PROCESSED VEGETABLES,NORWAY,KGS,10962,0.02
PROCESSED VEGETABLES,PERU,KGS,10080,0.04
PROCESSED VEGETABLES,POLAND,KGS,19600,0.03
PROCESSED VEGETABLES,PORTUGAL,KGS,86328,0.11
PROCESSED VEGETABLES,RUSSIA,KGS,5,0.00
PROCESSED VEGETABLES,SINGAPORE,KGS,59379,0.15
PROCESSED VEGETABLES,SLOVENIA,KGS,16007,0.02
PROCESSED VEGETABLES,SOUTH AFRICA,KGS,1,0.00
PROCESSED VEGETABLES,SPAIN,KGS,5375991,7.50
PROCESSED VEGETABLES,SRI LANKA DSR,KGS,1020,0.00
PROCESSED VEGETABLES,SWITZERLAND,KGS,200,0.00
PROCESSED VEGETABLES,TAIWAN,KGS,3365,0.00
PROCESSED VEGETABLES,THAILAND,KGS,2137063,2.06
PROCESSED VEGETABLES,TURKEY,KGS,45722,0.08
PROCESSED VEGETABLES,U ARAB EMTS,KGS,221578,0.23
PROCESSED VEGETABLES,U K,KGS,310628,0.46
PROCESSED VEGETABLES,U S A,KGS,3882979,3.81
PROCESSED VEGETABLES,UNSPECIFIED,KGS,15200,0.02
PROCESSED VEGETABLES,VIETNAM SOC REP,KGS,100,0.00
PROCESSED FRUITS AND JUICES,AFGHANISTAN,KGS,3664809,18.60
PROCESSED FRUITS AND JUICES,ARGENTINA,KGS,206714,0.67
PROCESSED FRUITS AND JUICES,AUSTRALIA,KGS,557791,1.58
PROCESSED FRUITS AND JUICES,AUSTRIA,KGS,4934,0.04
PROCESSED FRUITS AND JUICES,BANGLADESH PR,KGS,400528,0.31
PROCESSED FRUITS AND JUICES,BELGIUM,KGS,709686,2.42
PROCESSED FRUITS AND JUICES,BHUTAN,KGS,2938612,2.10
PROCESSED FRUITS AND JUICES,BRAZIL,KGS,1116038,1.37
PROCESSED FRUITS AND JUICES,BULGARIA,KGS,44957,0.11
PROCESSED FRUITS AND JUICES,CANADA,KGS,213230,0.57
PROCESSED FRUITS AND JUICES,CHILE,KGS,249060,1.07
PROCESSED FRUITS AND JUICES,CHINA P RP,KGS,14242999,20.48
PROCESSED FRUITS AND JUICES,COLOMBIA,KGS,5617,0.02
PROCESSED FRUITS AND JUICES,CROATIA,KGS,57712,0.14
PROCESSED FRUITS AND JUICES,CZECH REPUBLIC,KGS,4,0.00
PROCESSED FRUITS AND JUICES,DENMARK,KGS,650,0.01
PROCESSED FRUITS AND JUICES,ECUADOR,KGS,9607,0.02
PROCESSED FRUITS AND JUICES,EGYPT A RP,KGS,994127,0.81
PROCESSED FRUITS AND JUICES,FINLAND,KGS,3172,0.00
PROCESSED FRUITS AND JUICES,FRANCE,KGS,192053,1.23
PROCESSED FRUITS AND JUICES,GERMANY,KGS,444793,1.60
PROCESSED FRUITS AND JUICES,GREECE,KGS,397196,1.12
PROCESSED FRUITS AND JUICES,HONG KONG,KGS,17422,0.04
PROCESSED FRUITS AND JUICES,INDONESIA,KGS,320937,0.36
PROCESSED FRUITS AND JUICES,IRAN,KGS,1065693,1.33
PROCESSED FRUITS AND JUICES,ISRAEL,KGS,2775688,4.94
PROCESSED FRUITS AND JUICES,ITALY,KGS,267150,1.82
PROCESSED FRUITS AND JUICES,JAPAN,KGS,42686,0.11
PROCESSED FRUITS AND JUICES,JORDAN,KGS,2512,0.02
PROCESSED FRUITS AND JUICES,KOREA RP,KGS,6845,0.13
PROCESSED FRUITS AND JUICES,KYRGHYZSTAN,KGS,400,0.00
PROCESSED FRUITS AND JUICES,LEBANON,KGS,1783,0.02
PROCESSED FRUITS AND JUICES,MALAYSIA,KGS,383124,0.53
PROCESSED FRUITS AND JUICES,MEXICO,KGS,50709,0.18
PROCESSED FRUITS AND JUICES,MOROCCO,KGS,6,0.00
PROCESSED FRUITS AND JUICES,NEPAL,KGS,335083,0.14
PROCESSED FRUITS AND JUICES,NETHERLAND,KGS,963040,3.16
PROCESSED FRUITS AND JUICES,NEW ZEALAND,KGS,59109,0.07
PROCESSED FRUITS AND JUICES,NIGERIA,KGS,303,0.00
PROCESSED FRUITS AND JUICES,OMAN,KGS,34075,0.04
PROCESSED FRUITS AND JUICES,PAKISTAN IR,KGS,24788,0.04
PROCESSED FRUITS AND JUICES,PARAGUAY,KGS,100000,0.22
PROCESSED FRUITS AND JUICES,PERU,KGS,31106,0.16
PROCESSED FRUITS AND JUICES,PHILIPPINES,KGS,2597815,3.07
PROCESSED FRUITS AND JUICES,POLAND,KGS,259551,0.78
PROCESSED FRUITS AND JUICES,RUSSIA,KGS,46824,0.05
PROCESSED FRUITS AND JUICES,SAUDI ARAB,KGS,30266,0.05
PROCESSED FRUITS AND JUICES,SERBIA,KGS,41070,0.03
PROCESSED FRUITS AND JUICES,SINGAPORE,KGS,306615,0.81
PROCESSED FRUITS AND JUICES,SOUTH AFRICA,KGS,1556360,2.36
PROCESSED FRUITS AND JUICES,SPAIN,KGS,1774135,4.06
PROCESSED FRUITS AND JUICES,SRI LANKA DSR,KGS,664337,1.11
PROCESSED FRUITS AND JUICES,SWEDEN,KGS,7778,0.03
PROCESSED FRUITS AND JUICES,SWITZERLAND,KGS,5782,0.04
PROCESSED FRUITS AND JUICES,TAIWAN,KGS,156691,0.19
PROCESSED FRUITS AND JUICES,THAILAND,KGS,4214013,7.96
PROCESSED FRUITS AND JUICES,TURKEY,KGS,2770071,5.05
PROCESSED FRUITS AND JUICES,U ARAB EMTS,KGS,956577,1.27
PROCESSED FRUITS AND JUICES,U K,KGS,192782,0.40
PROCESSED FRUITS AND JUICES,U S A,KGS,3840965,10.48
PROCESSED FRUITS AND JUICES,UKRAINE,KGS,1099998,1.23
PROCESSED FRUITS AND JUICES,UNSPECIFIED,KGS,50320,0.06
PROCESSED FRUITS AND JUICES,URUGUAY,KGS,27000,0.03
PROCESSED FRUITS AND JUICES,VIETNAM SOC REP,KGS,566662,2.17
CEREAL PREPARATIONS,ALBANIA,TON,1,0.00
CEREAL PREPARATIONS,AUSTRALIA,TON,12054,7.93
CEREAL PREPARATIONS,AUSTRIA,TON,1,0.00
CEREAL PREPARATIONS,BAHARAIN IS,TON,0,0.00
CEREAL PREPARATIONS,BANGLADESH PR,TON,9908,15.70
CEREAL PREPARATIONS,BELGIUM,TON,833,1.50
CEREAL PREPARATIONS,BENIN,TON,0,0.00
CEREAL PREPARATIONS,BHUTAN,TON,92,0.18
CEREAL PREPARATIONS,BRAZIL,TON,2,0.01
CEREAL PREPARATIONS,BULGARIA,TON,41,0.22
CEREAL PREPARATIONS,CANADA,TON,0,0.01
CEREAL PREPARATIONS,CHILE,TON,11152,6.04
CEREAL PREPARATIONS,CHINA P RP,TON,9221,12.29
CEREAL PREPARATIONS,COTE D' IVOIRE,TON,0,0.00
CEREAL PREPARATIONS,DENMARK,TON,28,0.13
CEREAL PREPARATIONS,EGYPT A RP,TON,7,0.02
CEREAL PREPARATIONS,ETHIOPIA,TON,0,0.00
CEREAL PREPARATIONS,FINLAND,TON,7,0.01
CEREAL PREPARATIONS,FRANCE,TON,188,0.70
CEREAL PREPARATIONS,GERMANY,TON,303,0.51
CEREAL PREPARATIONS,GHANA,TON,0,0.01
CEREAL PREPARATIONS,GREECE,TON,32,0.12
CEREAL PREPARATIONS,HONG KONG,TON,0,0.00
CEREAL PREPARATIONS,HUNGARY,TON,0,0.00
CEREAL PREPARATIONS,INDONESIA,TON,8333,15.09
CEREAL PREPARATIONS,IRAN,TON,234,0.27
CEREAL PREPARATIONS,IRELAND,TON,8,0.03
CEREAL PREPARATIONS,ISRAEL,TON,149,0.62
CEREAL PREPARATIONS,ITALY,TON,5273,6.24
CEREAL PREPARATIONS,JAPAN,TON,255,0.31
CEREAL PREPARATIONS,JORDAN,TON,0,0.00
CEREAL PREPARATIONS,KAZAKHSTAN,TON,0,0.00
CEREAL PREPARATIONS,KENYA,TON,18,0.00
CEREAL PREPARATIONS,KOREA RP,TON,941,1.93
CEREAL PREPARATIONS,KUWAIT,TON,9,0.01
CEREAL PREPARATIONS,LATVIA,TON,736,0.46
CEREAL PREPARATIONS,LITHUANIA,TON,399,0.53
CEREAL PREPARATIONS,MALAYSIA,TON,3024,10.85
CEREAL PREPARATIONS,MAURITIUS,TON,3,0.02
CEREAL PREPARATIONS,MEXICO,TON,0,0.00
CEREAL PREPARATIONS,MOROCCO,TON,0,0.00
CEREAL PREPARATIONS,NEPAL,TON,6358,7.39
CEREAL PREPARATIONS,NETHERLAND,TON,1176,5.37
CEREAL PREPARATIONS,NEW ZEALAND,TON,0,0.00
CEREAL PREPARATIONS,NIGERIA,TON,7,0.01
CEREAL PREPARATIONS,NORWAY,TON,12,0.04
